movieId,title,genres
933938645835,Once Upon a Time... When We Were Colored (1995),Drama|Romance
933938649529,Angels and Insects (1995),Drama|Romance
933938653056,White Squall (1996),Action|Adventure|Drama
933938655713,Dunston Checks In (1996),Children|Comedy
933938663099,Black Sheep (1996),Comedy
933938666427,Nick of Time (1995),Action|Thriller
933938668529,Mary Reilly (1996),Drama|Horror|Thriller
933938674874,Vampire in Brooklyn (1995),Comedy|Horror|Romance
933938678650,Beautiful Girls (1996),Comedy|Drama|Romance
933938682559,Broken Arrow (1996),Action|Adventure|Thriller
933938687701,In the Bleak Midwinter (1995),Comedy|Drama
933938691690,"Hate (Haine, La) (1995)",Crime|Drama
933938693849,Heidi Fleiss: Hollywood Madam (1995),Documentary
933938700201,City Hall (1996),Drama|Thriller
933938704193,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
933938707471,Mr. Wrong (1996),Comedy
933938709077,Unforgettable (1996),Mystery|Sci-Fi|Thriller
933938713861,Happy Gilmore (1996),Comedy
933938717859,"Bridges of Madison County, The (1995)",Drama|Romance
933938723619,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
933938727841,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
933938733015,Catwalk (1996),Documentary
933938735701,Braveheart (1995),Action|Drama|War
933938737757,Taxi Driver (1976),Crime|Drama|Thriller
933938743633,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
933938746744,Before and After (1996),Drama|Mystery
933938749565,Anne Frank Remembered (1995),Documentary
933938757363,"Young Poisoner's Handbook, The (1995)",Crime|Drama
933938760230,If Lucy Fell (1996),Comedy|Romance
933938763615,"Steal Big, Steal Little (1995)",Comedy
933938768151,"Boys of St. Vincent, The (1992)",Drama
933938772136,Boomerang (1992),Comedy|Romance
933938776321,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
933938780343,Flirting With Disaster (1996),Comedy
933938786274,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
933938788637,Jupiter's Wife (1994),Documentary
933938790451,Pie in the Sky (1996),Comedy|Romance
933938794917,Jade (1995),Thriller
933938799794,Down Periscope (1996),Comedy
933938806178,Man of the Year (1995),Documentary
933938809091,Up Close and Personal (1996),Drama|Romance
933938811046,"Birdcage, The (1996)",Comedy
933938818932,"Brothers McMullen, The (1995)",Comedy
933938821679,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
933938823601,"Amazing Panda Adventure, The (1995)",Adventure|Children
933938831103,"Basketball Diaries, The (1995)",Drama
933938833193,"Awfully Big Adventure, An (1995)",Drama
933938837912,Amateur (1994),Crime|Drama|Thriller
933938843377,Apollo 13 (1995),Adventure|Drama|IMAX
933938846626,Rob Roy (1995),Action|Drama|Romance|War
933938851524,"Addiction, The (1995)",Drama|Horror
933938854900,Batman Forever (1995),Action|Adventure|Comedy|Crime
933938857397,Beauty of the Day (Belle de jour) (1967),Drama
933938861704,Beyond Rangoon (1995),Adventure|Drama|War
933938866426,Blue in the Face (1995),Comedy|Drama
933938869023,Canadian Bacon (1995),Comedy|War
933938872405,Casper (1995),Adventure|Children
933938880018,Clockers (1995),Crime|Drama|Mystery
933938882966,Congo (1995),Action|Adventure|Mystery|Sci-Fi
933938886752,Crimson Tide (1995),Drama|Thriller|War
933938889192,Crumb (1994),Documentary
933938894593,Desperado (1995),Action|Romance|Western
933938897150,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
933938903195,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
933938907358,"Doom Generation, The (1995)",Comedy|Crime|Drama
933938911510,First Knight (1995),Action|Drama|Romance
933938915078,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
933938920296,Hackers (1995),Action|Adventure|Crime|Thriller
933938925031,Jeffrey (1995),Comedy|Drama
933938928300,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
933938930725,Judge Dredd (1995),Action|Crime|Sci-Fi
933938934946,Jury Duty (1995),Comedy
933938941358,Kids (1995),Drama
933938944308,Living in Oblivion (1995),Comedy
933938947192,Lord of Illusions (1995),Horror
933938951904,Love & Human Remains (1993),Comedy|Drama
933938955497,Mad Love (1995),Drama|Romance
933938960350,Mallrats (1995),Comedy|Romance
933938965413,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
933938968244,Mute Witness (1994),Comedy|Horror|Thriller
933938973140,Nadja (1994),Drama
933938976512,"Net, The (1995)",Action|Crime|Thriller
933938981850,Nine Months (1995),Comedy|Romance
933938983429,Party Girl (1995),Comedy
933938989129,"Prophecy, The (1995)",Fantasy|Horror|Mystery
933938994216,Reckless (1995),Comedy|Fantasy
933938997522,Safe (1995),Thriller
933939000192,"Scarlet Letter, The (1995)",Drama|Romance
933939007380,Showgirls (1995),Drama
933939010821,Smoke (1995),Comedy|Drama
933939014884,Something to Talk About (1995),Comedy|Drama|Romance
933939019173,Species (1995),Horror|Sci-Fi
933939023665,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
933939027898,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
933939030162,Three Wishes (1995),Drama|Fantasy
933939032934,Total Eclipse (1995),Drama|Romance
933939038449,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
933939043590,Under Siege 2: Dark Territory (1995),Action
933939046085,Unstrung Heroes (1995),Comedy|Drama
933939052233,Unzipped (1995),Documentary
933939054583,"Walk in the Clouds, A (1995)",Drama|Romance
933939059529,Waterworld (1995),Action|Adventure|Sci-Fi
933939061512,White Man's Burden (1995),Drama
933939067896,Wild Bill (1995),Western
933939072679,"Browning Version, The (1994)",Drama
933939074284,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
933939081090,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
933939083442,Before the Rain (Pred dozhdot) (1994),Drama|War
933939087940,Before Sunrise (1995),Drama|Romance
933939090099,Billy Madison (1995),Comedy
933939096370,"Babysitter, The (1995)",Drama|Thriller
933939101427,Boys on the Side (1995),Comedy|Drama
933939103923,"Cure, The (1995)",Drama
933939108671,Castle Freak (1995),Horror
933939111446,Circle of Friends (1995),Drama|Romance
933939117863,Clerks (1994),Comedy
933939121610,Don Juan DeMarco (1995),Comedy|Drama|Romance
933939122498,Disclosure (1994),Drama|Thriller
933939129308,Drop Zone (1994),Action|Thriller
933939133275,Destiny Turns on the Radio (1995),Comedy
933939136988,Death and the Maiden (1994),Drama|Thriller
933939138894,Dolores Claiborne (1995),Drama|Thriller
933939142932,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
933939148768,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
933939153027,Exotica (1994),Drama
933939158937,Exit to Eden (1994),Comedy
933939162170,Ed Wood (1994),Comedy|Drama
933939164442,French Kiss (1995),Action|Comedy|Romance
933939170051,Forget Paris (1995),Comedy|Romance
933939172412,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
933939175973,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
933939180628,Hideaway (1995),Thriller
933939185567,Fluke (1995),Children|Drama
933939189289,Farinelli: il castrato (1994),Drama|Musical
933939194847,Gordy (1995),Children|Comedy|Fantasy
933939196424,Hoop Dreams (1994),Documentary
933939203681,Heavenly Creatures (1994),Crime|Drama
933939206034,Houseguest (1994),Comedy
933939211141,Immortal Beloved (1994),Drama|Romance
933939212311,Heavyweights (Heavy Weights) (1995),Children|Comedy
933939218210,"Hunted, The (1995)",Action
933939221750,I.Q. (1994),Comedy|Romance
933939226248,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
933939229307,Jefferson in Paris (1995),Drama
933939235666,"Jerky Boys, The (1995)",Comedy
933939238107,Junior (1994),Comedy|Sci-Fi
933939244932,Just Cause (1995),Mystery|Thriller
933939247059,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
933939251963,Kiss of Death (1995),Crime|Drama|Thriller
933939254590,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
933939258156,Little Women (1994),Drama
933939263469,"Little Princess, A (1995)",Children|Drama
933939268732,Ladybird Ladybird (1994),Drama
933939272022,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
933939276341,Legends of the Fall (1994),Drama|Romance|War|Western
933939281764,Major Payne (1995),Comedy
933939282399,My Crazy Life (Mi vida loca) (1993),Drama
933939287544,Love Affair (1994),Drama|Romance
933939290821,Losing Isaiah (1995),Drama
933939294732,"Madness of King George, The (1994)",Comedy|Drama
933939300365,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
933939306464,Man of the House (1995),Comedy
933939310229,Mixed Nuts (1994),Comedy
933939310642,Milk Money (1994),Comedy|Romance
933939316389,Miracle on 34th Street (1994),Drama
933939322228,Miami Rhapsody (1995),Comedy
933939325024,My Family (1995),Drama
933939327106,Murder in the First (1995),Drama|Thriller
933939331901,Nobody's Fool (1994),Comedy|Drama|Romance
933939335785,Nell (1994),Drama
933939339835,New Jersey Drive (1995),Crime|Drama
933939344936,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
933939348119,Beyond Bedlam (1993),Drama|Horror
933939351929,Nina Takes a Lover (1994),Comedy|Romance
933939357322,Natural Born Killers (1994),Action|Crime|Thriller
933939363164,Only You (1994),Comedy|Romance
933939365657,Once Were Warriors (1994),Crime|Drama
933939370783,Poison Ivy II (1996),Drama|Thriller
933939372621,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
933939377019,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
933938332327,"Perez Family, The (1995)",Comedy|Romance
933938339486,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
933938340835,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
933938347515,Pushing Hands (Tui shou) (1992),Drama
933938349190,Priest (1994),Drama
933938355788,Quiz Show (1994),Drama
933938357990,Picture Bride (Bijo photo) (1994),Drama|Romance
933938363888,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
933938365739,"Quick and the Dead, The (1995)",Action|Thriller|Western
933938368590,Roommates (1995),Comedy|Drama
933938376683,Ready to Wear (Pret-A-Porter) (1994),Comedy
933938377751,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
933938384151,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
933938385595,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
933938390605,Rent-a-Kid (1995),Comedy
933938396146,Relative Fear (1994),Horror|Thriller
933938401148,Stuart Saves His Family (1995),Comedy
933938403837,"Swan Princess, The (1994)",Animation|Children
933938407597,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
933938411067,"Specialist, The (1994)",Action|Drama|Thriller
933938415989,Stargate (1994),Action|Adventure|Sci-Fi
933938418546,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
933938423958,"Shawshank Redemption, The (1994)",Crime|Drama
933938426282,Shallow Grave (1994),Comedy|Drama|Thriller
933938431446,Suture (1993),Film-Noir|Thriller
933938437064,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
933938440049,Swimming with Sharks (1995),Comedy|Drama
933938443294,"Sum of Us, The (1994)",Comedy|Drama
933938448788,National Lampoon's Senior Trip (1995),Comedy
933938452709,To Live (Huozhe) (1994),Drama
933938457510,Tank Girl (1995),Action|Comedy|Sci-Fi
933938459727,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
933938463928,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
933938467866,Tales from the Hood (1995),Action|Crime|Horror
933938474844,Tom & Viv (1994),Drama
933938477097,Village of the Damned (1995),Horror|Sci-Fi
933938481993,Tommy Boy (1995),Comedy
933938487286,Vanya on 42nd Street (1994),Drama
933938490360,Underneath (1995),Mystery|Thriller
933938492751,"Walking Dead, The (1995)",Drama|War
933938498402,What's Eating Gilbert Grape (1993),Drama
933938500820,Virtuosity (1995),Action|Sci-Fi|Thriller
933938504121,While You Were Sleeping (1995),Comedy|Romance
933938511720,"War, The (1994)",Adventure|Drama|War
933938512827,Double Happiness (1994),Drama
933938517276,Muriel's Wedding (1994),Comedy
933938521309,"Baby-Sitters Club, The (1995)",Children
933938527678,Ace Ventura: Pet Detective (1994),Comedy
933938529965,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
933938535789,Backbeat (1993),Drama|Musical
933938540010,Bitter Moon (1992),Drama|Film-Noir|Romance
933938543569,Bullets Over Broadway (1994),Comedy
933938548172,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
933938549623,"Client, The (1994)",Drama|Mystery|Thriller
933938554145,"Corrina, Corrina (1994)",Comedy|Drama|Romance
933938557543,Crooklyn (1994),Comedy|Drama
933938563455,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
933938567227,Cobb (1994),Drama
933938569884,"Flintstones, The (1994)",Children|Comedy|Fantasy
933938574933,Forrest Gump (1994),Comedy|Drama|Romance|War
933938577414,Four Weddings and a Funeral (1994),Comedy|Romance
933938583142,Higher Learning (1995),Drama
933938585697,I Like It Like That (1994),Comedy|Drama|Romance
933938590338,I Love Trouble (1994),Action|Comedy
933938595206,It Could Happen to You (1994),Comedy|Drama|Romance
933938599149,"Jungle Book, The (1994)",Adventure|Children|Romance
933938604835,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
933938608709,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
933938613169,Little Buddha (1993),Drama
933938615420,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
933938618884,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
933938623223,Maverick (1994),Adventure|Comedy|Western
933938628192,Mrs. Parker and the Vicious Circle (1994),Drama
933938632311,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
933938636705,"Paper, The (1994)",Comedy|Drama
933938642330,Reality Bites (1994),Comedy|Drama|Romance
933938645934,Red Rock West (1992),Thriller
933938649972,Richie Rich (1994),Children|Comedy
933938652208,"River Wild, The (1994)",Action|Thriller
933938659164,Speed (1994),Action|Romance|Thriller
933938661357,Speechless (1994),Comedy|Romance
933938666529,Timecop (1994),Action|Sci-Fi|Thriller
933938669347,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
933938675542,When a Man Loves a Woman (1994),Drama|Romance
933938678139,Wolf (1994),Drama|Horror|Romance|Thriller
933938681645,Wyatt Earp (1994),Western
933938687506,Bad Company (1995),Action|Crime|Drama
933938690144,"Man of No Importance, A (1994)",Drama
933938693706,S.F.W. (1994),Drama
933938699356,"Low Down Dirty Shame, A (1994)",Action|Comedy
933938701048,Boys Life (1995),Drama
933938706942,"Colonel Chabert, Le (1994)",Drama|Romance|War
933938710786,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
933938716017,Jason's Lyric (1994),Crime|Drama
933938719522,Street Fighter (1994),Action|Adventure|Fantasy
933938724329,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
933938728260,Federal Hill (1994),Drama
933938729939,In the Mouth of Madness (1995),Horror|Thriller
933938736282,8 Seconds (1994),Drama
933938737335,Above the Rim (1994),Crime|Drama
933938742235,Addams Family Values (1993),Children|Comedy|Fantasy
933938746842,"Age of Innocence, The (1993)",Drama
933938751868,Airheads (1994),Comedy
933938753687,"Air Up There, The (1994)",Comedy
933938758982,Another Stakeout (1993),Comedy|Thriller
933938762510,Bad Girls (1994),Western
933938768634,Barcelona (1994),Comedy|Romance
933938771155,Being Human (1993),Drama
933938777529,"Beverly Hillbillies, The (1993)",Comedy
933938778427,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
933938782364,Black Beauty (1994),Adventure|Children|Drama
933938789628,Blink (1994),Thriller
933938794407,Blown Away (1994),Action|Thriller
933938795751,Blue Chips (1994),Drama
933938799980,Blue Sky (1994),Drama|Romance
933938803032,Body Snatchers (1993),Horror|Sci-Fi|Thriller
933938810609,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
933938813013,"Bronx Tale, A (1993)",Drama
933938818750,Cabin Boy (1994),Comedy
933938820851,Calendar Girl (1993),Comedy|Drama
933938825776,Carlito's Way (1993),Crime|Drama
933938829249,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
933938831488,Clean Slate (1994),Comedy
933938837862,Cliffhanger (1993),Action|Adventure|Thriller
933938841745,Coneheads (1993),Comedy|Sci-Fi
933938843712,Color of Night (1994),Drama|Thriller
933938851813,Cops and Robbersons (1994),Comedy
933938855935,"Cowboy Way, The (1994)",Action|Comedy|Drama
933938856603,Dave (1993),Comedy|Romance
933938861306,Dazed and Confused (1993),Comedy
933938867043,Demolition Man (1993),Action|Adventure|Sci-Fi
933938871417,Even Cowgirls Get the Blues (1993),Comedy|Romance
933938873098,Fatal Instinct (1993),Comedy
933938876431,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
933938884543,Fearless (1993),Drama
933938887523,Fear of a Black Hat (1994),Comedy
933938891979,With Honors (1994),Comedy|Drama
933938892966,Flesh and Bone (1993),Drama|Mystery|Romance
933938897155,Widows' Peak (1994),Drama
933938903497,For Love or Money (1993),Comedy|Romance
933938906811,"Firm, The (1993)",Drama|Thriller
933938912447,Free Willy (1993),Adventure|Children|Drama
933938914594,Fresh (1994),Crime|Drama|Thriller
933938919455,"Fugitive, The (1993)",Thriller
933938921714,Geronimo: An American Legend (1993),Drama|Western
933938927602,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
933938931225,Getting Even with Dad (1994),Comedy
933938934301,Go Fish (1994),Drama|Romance
933938938297,Hard Target (1993),Action|Adventure|Crime|Thriller
933938945265,Hot Shots! Part Deux (1993),Action|Comedy|War
933938946459,Live Nude Girls (1995),Comedy
933938950229,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
933938955622,"House of the Spirits, The (1993)",Drama|Romance
933938958692,House Party 3 (1994),Comedy
933938964814,"Hudsucker Proxy, The (1994)",Comedy
933938968898,I'll Do Anything (1994),Comedy|Drama
933938971741,In the Army Now (1994),Comedy|War
933938977443,In the Line of Fire (1993),Action|Thriller
933938980242,In the Name of the Father (1993),Drama
933938984324,"Inkwell, The (1994)",Comedy|Drama
933938989593,What's Love Got to Do with It? (1993),Drama|Musical
933938993446,Jimmy Hollywood (1994),Comedy|Crime|Drama
933938997823,Judgment Night (1993),Action|Crime|Thriller
933938999975,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
933939006463,Kalifornia (1993),Drama|Thriller
933939009916,Killing Zoe (1994),Crime|Drama|Thriller
933939012870,Lassie (1994),Adventure|Children
933939016499,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
933939021075,Life with Mikey (1993),Comedy
933939026595,Lightning Jack (1994),Comedy|Western
933939030115,M. Butterfly (1993),Drama|Romance
933939033196,Made in America (1993),Comedy
933939038050,Malice (1993),Thriller
933939042833,"Man Without a Face, The (1993)",Drama
933939047231,Manhattan Murder Mystery (1993),Comedy|Mystery
933939049970,Menace II Society (1993),Action|Crime|Drama
933939054770,Executive Decision (1996),Action|Adventure|Thriller
933939057853,In the Realm of the Senses (Ai no corrida) (1976),Drama
933939062232,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
933939065535,Much Ado About Nothing (1993),Comedy|Romance
933939069140,Mr. Wonderful (1993),Comedy|Romance
933939076403,Mrs. Doubtfire (1993),Comedy|Drama
933939079002,Naked (1993),Drama
933939081712,"Next Karate Kid, The (1994)",Action|Children|Romance
933939085521,No Escape (1994),Action|Drama|Sci-Fi
933939090178,North (1994),Comedy
933939097047,Orlando (1992),Drama|Fantasy|Romance
933939098536,"Perfect World, A (1993)",Crime|Drama|Thriller
933939103931,Philadelphia (1993),Drama
933939107190,"Piano, The (1993)",Drama|Romance
933939111505,Poetic Justice (1993),Drama
933939114257,"Program, The (1993)",Action|Drama
933939120634,"Puppet Masters, The (1994)",Horror|Sci-Fi
933939126024,Radioland Murders (1994),Comedy|Mystery|Romance
933939129098,"Ref, The (1994)",Comedy
933939134294,"Remains of the Day, The (1993)",Drama|Romance
933939134623,Renaissance Man (1994),Comedy|Drama
933939141246,Rising Sun (1993),Action|Drama|Mystery
933939143626,"Road to Wellville, The (1994)",Comedy
933939148429,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
933939154768,Robin Hood: Men in Tights (1993),Comedy
933939156657,Romeo Is Bleeding (1993),Crime|Thriller
933939160906,Romper Stomper (1992),Action|Drama
933939167128,Ruby in Paradise (1993),Drama
933939167351,Rudy (1993),Drama
933939174801,"Savage Nights (Nuits fauves, Les) (1992)",Drama
933939178263,Schindler's List (1993),Drama|War
933939181040,"Scout, The (1994)",Comedy|Drama
933939185160,Searching for Bobby Fischer (1993),Drama
933939188813,"Secret Garden, The (1993)",Children|Drama
933939192394,Serial Mom (1994),Comedy|Crime|Horror
933939199397,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
933939201792,Shadowlands (1993),Drama|Romance
933939205805,Short Cuts (1993),Drama
933939208447,"Simple Twist of Fate, A (1994)",Drama
933939216019,Sirens (1994),Drama
933939219660,Six Degrees of Separation (1993),Drama
933939223912,Sleepless in Seattle (1993),Comedy|Drama|Romance
933939225288,Sliver (1993),Thriller
933939232025,Blade Runner (1982),Action|Sci-Fi|Thriller
933939233470,Son in Law (1993),Comedy|Drama|Romance
933939240048,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
933939244086,Striking Distance (1993),Action|Crime
933939247893,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
933939250787,Surviving the Game (1994),Action|Adventure|Thriller
933939254383,Terminal Velocity (1994),Action|Mystery|Thriller
933939258992,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
933939262098,Threesome (1994),Comedy|Romance
933939268878,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
933939270001,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
933939277558,Tombstone (1993),Action|Drama|Western
933939280770,True Romance (1993),Crime|Thriller
933939282146,"War Room, The (1993)",Documentary
933939288156,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
933939292873,Welcome to the Dollhouse (1995),Comedy|Drama
933939297068,Germinal (1993),Drama|Romance
933939299211,Chasers (1994),Comedy
933939303069,Kika (1993),Comedy|Drama
933939308631,Bhaji on the Beach (1993),Comedy|Drama
933939314546,Little Big League (1994),Comedy|Drama
933939316384,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
933939319437,Spanking the Monkey (1994),Comedy|Drama
933939323148,"Little Rascals, The (1994)",Children|Comedy
933939328479,Andre (1994),Adventure|Children|Drama
933939332756,"Escort, The (Scorta, La) (1993)",Crime|Thriller
933939336842,Princess Caraboo (1994),Drama
933939340501,"Celluloid Closet, The (1995)",Documentary
933939346795,Dear Diary (Caro Diario) (1994),Comedy|Drama
933939351155,"Brady Bunch Movie, The (1995)",Comedy
933939353348,Home Alone (1990),Children|Comedy
933939358069,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
933939363018,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
933939364649,Terminator 2: Judgment Day (1991),Action|Sci-Fi
933939369673,Dances with Wolves (1990),Adventure|Drama|Western
933939374353,Batman (1989),Action|Crime|Thriller
